Text ID,Text,Sentences,Error Flag,Error Type,Error Sentence ID,Error Sentence,Corrected Sentence,Corrected Text
ms-val-10,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1 C (100.6 F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed. The causal organism is Staphylococcus aureus.","0 A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days.
1 He underwent a total knee arthroplasty of his left knee joint 4 months ago.
2 He has hypertension and osteoarthritis.
3 Current medications include glucosamine, amlodipine, and meloxicam.
4 His temperature is 38.1 C (100.6 F), pulse is 97/min, and
5 blood pressure is 118/71
6 mm
7 Hg.
8 Examination shows a tender, swollen left knee joint; range of motion is limited by pain.
9 Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed.
10 The causal organism is Staphylococcus aureus.",1,causalOrganism,10,The causal organism is Staphylococcus aureus.,The causal organism is Staphylococcus epidermidis.,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1 C (100.6 F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed. The causal organism is Staphylococcus epidermidis."
ms-val-11,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1 C (100.6 F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirmed septic arthritis and presence of Staphylococcus epidermidis, and the prosthesis was removed.","0 A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days.
1 He underwent a total knee arthroplasty of his left knee joint 4 months ago.
2 He has hypertension and osteoarthritis.
3 Current medications include glucosamine, amlodipine, and meloxicam.
4 His temperature is 38.1 C (100.6 F), pulse is 97/min, and
5 blood pressure is 118/71
6 mm
7 Hg.
8 Examination shows a tender, swollen left knee joint; range of motion is limited by pain.
9 Analysis of the synovial fluid confirmed septic arthritis and presence of Staphylococcus epidermidis, and the prosthesis was removed.",0,NA,-1,NA,NA,NA
ms-val-12,"A 45-year-old man with HIV comes to the physician because of multiple lesions on his lower extremity. The lesions are increasing in size and are not painful or pruritic. He does not have lymphadenopathy. He works at a garden center. He lives in Mississippi. Medications include abacavir, dolutegravir, and lamivudine. His temperature is 37.7 C (98.8 F), pulse is 75/min, and blood pressure is 125/80 mm Hg. Examination shows multiple lesions on both heels; some are elevated. There are two similar lesions on the chest. An image of the patient's right heel is shown. After reviewing labs and biopsy results, Sporothrix schenckii was determined to be the causal organism. His CD4+ T-lymphocyte count was 450/mm3 (normal â‰¥ 500/mm3). A skin biopsy showed multiple spindle-shaped cells and leukocyte infiltration. ","0 A 45-year-old man with HIV comes to the physician because of multiple lesions on his lower extremity.
1 The lesions are increasing in size and are not painful or pruritic.
2 He does not have lymphadenopathy.
3 He works at a garden center.
4 He lives in Mississippi.
5 Medications include abacavir, dolutegravir, and lamivudine.
6 His temperature is 37.7 C (98.8 F), pulse is 75/min, and blood pressure is 125/80 mm
7 Hg.
8 Examination shows multiple lesions on both heels; some are elevated.
9 There are two similar lesions on the chest.
10 An image of the patient's right heel is shown.
11 After reviewing labs and biopsy results, Sporothrix schenckii was determined to be the causal organism.
12 His CD4+ T-lymphocyte count was 450/mm3 (normal â‰¥ 500/mm3).
13 A skin biopsy showed multiple spindle-shaped cells and leukocyte infiltration.",1,causalOrganism,11,"After reviewing labs and biopsy results, Sporothrix schenckii was determined to be the causal organism.","After reviewing labs and biopsy results, human herpesvirus 8 was determined to be the causal organism.","A 45-year-old man with HIV comes to the physician because of multiple lesions on his lower extremity. The lesions are increasing in size and are not painful or pruritic. He does not have lymphadenopathy. He works at a garden center. He lives in Mississippi. Medications include abacavir, dolutegravir, and lamivudine. His temperature is 37.7 C (98.8 F), pulse is 75/min, and blood pressure is 125/80 mm Hg. Examination shows multiple lesions on both heels; some are elevated. There are two similar lesions on the chest. An image of the patient's right heel is shown. After reviewing labs and biopsy results, human herpesvirus 8 was determined to be the causal organism. His CD4+ T-lymphocyte count was 450/mm3 (normal â‰¥ 500/mm3). A skin biopsy showed multiple spindle-shaped cells and leukocyte infiltration. "
ms-val-13,"A 45-year-old man with HIV comes to the physician because of multiple lesions on his lower extremity. The lesions are increasing in size and are not painful or pruritic. He does not have lymphadenopathy. He works at a garden center. He lives in Mississippi. Medications include abacavir, dolutegravir, and lamivudine. His temperature is 37.7 C (98.8 F), pulse is 75/min, and blood pressure is 125/80 mm Hg. Examination shows multiple lesions on both heels; some are elevated. There are two similar lesions on the chest. An image of the patient's right heel is shown. His CD4+ T-lymphocyte count is 450/mm3 (normal â‰¥ 500/mm3). A skin biopsy shows multiple spindle-shaped cells and leukocyte infiltration. Human herpesvirus 8 was determined to be the causal organism. ","0 A 45-year-old man with HIV comes to the physician because of multiple lesions on his lower extremity.
1 The lesions are increasing in size and are not painful or pruritic.
2 He does not have lymphadenopathy.
3 He works at a garden center.
4 He lives in Mississippi.
5 Medications include abacavir, dolutegravir, and lamivudine.
6 His temperature is 37.7 C (98.8 F), pulse is 75/min, and blood pressure is 125/80 mm
7 Hg.
8 Examination shows multiple lesions on both heels; some are elevated.
9 There are two similar lesions on the chest.
10 An image of the patient's right heel is shown.
11 His CD4+ T-lymphocyte count is 450/mm3 (normal â‰¥ 500/mm3).
12 A skin biopsy shows multiple spindle-shaped cells and leukocyte infiltration.
13 Human herpesvirus 8 was determined to be the causal organism.",0,NA,-1,NA,NA,NA
ms-val-14,"A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days. During this period, he has had clear urethral discharge early in the morning. He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago. The patient takes no medications. He is sexually active with one male and one female partner; they use condoms inconsistently. His younger brother was diagnosed with Crohn disease at the age of 24 years. The patient does not smoke. He drinks one to two beers on weekends. He appears well. Temperature is 36.8 C (98 F), pulse is 75/min, and blood pressure is 135/78 mm Hg. Physical examination shows no abnormalities. Gram stain of a urethral swab shows neutrophils but no organisms. Pathology reports indicate infection by Mycoplasma genitalium. ","0 A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days.
1 During this period, he has had clear urethral discharge early in the morning.
2 He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago.
3 The patient takes no medications.
4 He is sexually active with one male and one female partner; they use condoms inconsistently.
5 His younger brother was diagnosed with Crohn disease at the age of 24 years.
6 The patient does not smoke.
7 He drinks one to two beers on weekends.
8 He appears well.
9 Temperature is 36.8 C (98 F), pulse is 75/min, and blood pressure is 135/78 mm
10 Hg.
11 Physical examination shows no abnormalities.
12 Gram stain of a urethral swab shows neutrophils but no organisms.
13 Pathology reports indicate infection by Mycoplasma genitalium.",1,causalOrganism,13,Pathology reports indicate infection by Mycoplasma genitalium.,Pathology reports indicate infection by Chlamydia trachomatis.,"A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days. During this period, he has had clear urethral discharge early in the morning. He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago. The patient takes no medications. He is sexually active with one male and one female partner; they use condoms inconsistently. His younger brother was diagnosed with Crohn disease at the age of 24 years. The patient does not smoke. He drinks one to two beers on weekends. He appears well. Temperature is 36.8 C (98 F), pulse is 75/min, and blood pressure is 135/78 mm Hg. Physical examination shows no abnormalities. Gram stain of a urethral swab shows neutrophils but no organisms. Pathology reports indicate infection by Chlamydia trachomatis. "
ms-val-15,"A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days. During this period, he has had clear urethral discharge early in the morning. He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago. The patient takes no medications. He is sexually active with one male and one female partner; they use condoms inconsistently. His younger brother was diagnosed with Crohn disease at the age of 24 years. The patient does not smoke. He drinks one to two beers on weekends. He appears well. Pathology reports indicate infection by Chlamydia trachomatis. Temperature is 36.8 C (98 F), pulse is 75/min, and blood pressure is 135/78 mm Hg. Physical examination shows no abnormalities. Gram stain of a urethral swab shows neutrophils but no organisms. ","0 A 32-year-old man comes to the physician because of severe burning with urination for the past 3 days.
1 During this period, he has had clear urethral discharge early in the morning.
2 He has no history of serious illness, except for a rash following treatment with erythromycin 20 years ago.
3 The patient takes no medications.
4 He is sexually active with one male and one female partner; they use condoms inconsistently.
5 His younger brother was diagnosed with Crohn disease at the age of 24 years.
6 The patient does not smoke.
7 He drinks one to two beers on weekends.
8 He appears well.
9 Pathology reports indicate infection by Chlamydia trachomatis.
10 Temperature is 36.8 C (98 F), pulse is 75/min, and blood pressure is 135/78 mm
11 Hg.
12 Physical examination shows no abnormalities.
13 Gram stain of a urethral swab shows neutrophils but no organisms.",0,NA,-1,NA,NA,NA
ms-val-16,"A 32-year-old man is brought to the physician by his wife for a 3-day history of fever, headaches, and myalgias. He returned from a camping trip in Oklahoma 10 days ago. He works as a computer salesman. His temperature is 38.1 C (100.6 F). Neurologic examination shows a sustained clonus of the right ankle following sudden passive dorsiflexion. He is disoriented to place and time but recognizes his wife. Laboratory studies show a leukocyte count of 1,700/mm3 and a platelet count of 46,000/mm3. An Anaplasma phagocytophilum infection is confirmed after a peripheral blood smear shows monocytes with intracytoplasmic morulae. ","0 A 32-year-old man is brought to the physician by his wife for a 3-day history of fever, headaches, and myalgias.
1 He returned from a camping trip in Oklahoma 10 days ago.
2 He works as a computer salesman.
3 His temperature is 38.1 C (100.6 F).
4 Neurologic examination shows a sustained clonus of the right ankle following sudden passive dorsiflexion.
5 He is disoriented to place and time but recognizes his wife.
6 Laboratory studies show a leukocyte count of 1,700/mm3 and a platelet count of 46,000/mm3.
7 An Anaplasma phagocytophilum infection is confirmed after a peripheral blood smear shows monocytes with intracytoplasmic morulae.",1,causalOrganism,7,An Anaplasma phagocytophilum infection is confirmed after a peripheral blood smear shows monocytes with intracytoplasmic morulae.,An Ehrlichia chaffeensis infection is confirmed after a peripheral blood smear shows monocytes with intracytoplasmic morulae.,"A 32-year-old man is brought to the physician by his wife for a 3-day history of fever, headaches, and myalgias. He returned from a camping trip in Oklahoma 10 days ago. He works as a computer salesman. His temperature is 38.1 C (100.6 F). Neurologic examination shows a sustained clonus of the right ankle following sudden passive dorsiflexion. He is disoriented to place and time but recognizes his wife. Laboratory studies show a leukocyte count of 1,700/mm3 and a platelet count of 46,000/mm3. An Ehrlichia chaffeensis infection is confirmed after a peripheral blood smear shows monocytes with intracytoplasmic morulae. "
ms-val-17,"A 32-year-old man is brought to the physician by his wife for a 3-day history of fever, headaches, and myalgias. He returned from a camping trip in Oklahoma 10 days ago. He works as a computer salesman. His temperature is 38.1 C (100.6 F). Neurologic examination shows a sustained clonus of the right ankle following sudden passive dorsiflexion. He is disoriented to place and time but recognizes his wife. Laboratory studies show a leukocyte count of 1,700/mm3 and a platelet count of 46,000/mm3. A peripheral blood smear shows monocytes with intracytoplasmic morulae. Patient has a Ehrlichia chaffeensis infection.","0 A 32-year-old man is brought to the physician by his wife for a 3-day history of fever, headaches, and myalgias.
1 He returned from a camping trip in Oklahoma 10 days ago.
2 He works as a computer salesman.
3 His temperature is 38.1 C (100.6 F).
4 Neurologic examination shows a sustained clonus of the right ankle following sudden passive dorsiflexion.
5 He is disoriented to place and time but recognizes his wife.
6 Laboratory studies show a leukocyte count of 1,700/mm3 and a platelet count of 46,000/mm3.
7 A peripheral blood smear shows monocytes with intracytoplasmic morulae.
8 Patient has a Ehrlichia chaffeensis infection.",0,NA,-1,NA,NA,NA
ms-val-18,"A 71-year-old man comes to the emergency department because of pain and swelling in his left leg that started after he cut his foot while swimming in the ocean. He has a history of alcoholic cirrhosis. His temperature is 38.3 C (101.0 F). Examination of the left foot shows a small, purulent wound with surrounding swelling and dusky redness extending to the mid-calf. There are numerous hemorrhagic blisters and the entire lower leg is exquisitely tender to light palpation. There is no crepitus. Blood cultures grow gram-negative bacilli that ferment lactose. The causal organism is Pseudomonas aeruginosa.","0 A 71-year-old man comes to the emergency department because of pain and swelling in his left leg that started after he cut his foot while swimming in the ocean.
1 He has a history of alcoholic cirrhosis.
2 His temperature is 38.3 C (101.0 F).
3 Examination of the left foot shows a small, purulent wound with surrounding swelling and dusky redness extending to the mid-calf.
4 There are numerous hemorrhagic blisters and the entire lower leg is exquisitely tender to light palpation.
5 There is no crepitus.
6 Blood cultures grow gram-negative bacilli that ferment lactose.
7 The causal organism is Pseudomonas aeruginosa.",1,causalOrganism,7,The causal organism is Pseudomonas aeruginosa.,The causal organism is Vibrio vulnificus.,"A 71-year-old man comes to the emergency department because of pain and swelling in his left leg that started after he cut his foot while swimming in the ocean. He has a history of alcoholic cirrhosis. His temperature is 38.3 C (101.0 F). Examination of the left foot shows a small, purulent wound with surrounding swelling and dusky redness extending to the mid-calf. There are numerous hemorrhagic blisters and the entire lower leg is exquisitely tender to light palpation. There is no crepitus. Blood cultures grow gram-negative bacilli that ferment lactose. The causal organism is Vibrio vulnificus."
ms-val-19,"A 71-year-old man comes to the emergency department because of pain and swelling in his left leg that started after he cut his foot while swimming in the ocean. He has a history of alcoholic cirrhosis. His temperature is 38.3 C (101.0 F). Examination of the left foot shows a small, purulent wound with surrounding swelling and dusky redness extending to the mid-calf. There are numerous hemorrhagic blisters and the entire lower leg is exquisitely tender to light palpation. There is no crepitus. Based on the blood cultures, the causal organism is Vibrio vulnificus. Blood cultures grew gram-negative bacilli that ferment lactose.","0 A 71-year-old man comes to the emergency department because of pain and swelling in his left leg that started after he cut his foot while swimming in the ocean.
1 He has a history of alcoholic cirrhosis.
2 His temperature is 38.3 C (101.0 F).
3 Examination of the left foot shows a small, purulent wound with surrounding swelling and dusky redness extending to the mid-calf.
4 There are numerous hemorrhagic blisters and the entire lower leg is exquisitely tender to light palpation.
5 There is no crepitus.
6 Based on the blood cultures, the causal organism is Vibrio vulnificus.
7 Blood cultures grew gram-negative bacilli that ferment lactose.",0,NA,-1,NA,NA,NA
ms-val-20,"A 25-year-old woman comes to the physician because of vaginal discharge for 4 days. She has no pain or pruritus. Menses occur at regular 27-day intervals and last 5 days. Her last menstrual period was 2 weeks ago. She is sexually active with two male partners and uses a diaphragm for contraception. She had a normal pap smear 3 months ago. She has no history of serious illness and takes no medications. Her temperature is 37.3 C (99 F), pulse is 75/min, and blood pressure is 115/75 mm Hg. Pelvic examination shows a malodorous gray vaginal discharge. The pH of the discharge is 5.0. The patient has a chlamydia tachomatis infection with the microscopic examination of the vaginal discharge shown. ","0 A 25-year-old woman comes to the physician because of vaginal discharge for 4 days.
1 She has no pain or pruritus.
2 Menses occur at regular 27-day intervals and last 5 days.
3 Her last menstrual period was 2 weeks ago.
4 She is sexually active with two male partners and uses a diaphragm for contraception.
5 She had a normal pap smear 3 months ago.
6 She has no history of serious illness and takes no medications.
7 Her temperature is 37.3 C (99 F), pulse is 75/min, and blood pressure is 115/75 mm
8 Hg.
9 Pelvic examination shows a malodorous gray vaginal discharge.
10 The pH of the discharge is 5.0.
11 The patient has a chlamydia tachomatis infection with the microscopic examination of the vaginal discharge shown.",1,causalOrganism,11,The patient has a chlamydia tachomatis infection with the microscopic examination of the vaginal discharge shown.,The patient has a gardnerella vaginalis infection with the microscopic examination of the vaginal discharge shown.,"A 25-year-old woman comes to the physician because of vaginal discharge for 4 days. She has no pain or pruritus. Menses occur at regular 27-day intervals and last 5 days. Her last menstrual period was 2 weeks ago. She is sexually active with two male partners and uses a diaphragm for contraception. She had a normal pap smear 3 months ago. She has no history of serious illness and takes no medications. Her temperature is 37.3 C (99 F), pulse is 75/min, and blood pressure is 115/75 mm Hg. Pelvic examination shows a malodorous gray vaginal discharge. The pH of the discharge is 5.0. The patient has a gardnerella vaginalis infection with the microscopic examination of the vaginal discharge shown. "
ms-val-21,"A 25-year-old woman comes to the physician because of vaginal discharge for 4 days. She has no pain or pruritus. Menses occur at regular 27-day intervals and last 5 days. Her last menstrual period was 2 weeks ago. She is sexually active with two male partners and uses a diaphragm for contraception. She had a normal pap smear 3 months ago. She has no history of serious illness and takes no medications. Her temperature is 37.3 C (99 F), pulse is 75/min, and blood pressure is 115/75 mm Hg. Pelvic examination shows a malodorous gray vaginal discharge. The pH of the discharge is 5.0. Microscopic examination of the vaginal discharge is shown. Patient has a gardnerella vaginalis infection.","0 A 25-year-old woman comes to the physician because of vaginal discharge for 4 days.
1 She has no pain or pruritus.
2 Menses occur at regular 27-day intervals and last 5 days.
3 Her last menstrual period was 2 weeks ago.
4 She is sexually active with two male partners and uses a diaphragm for contraception.
5 She had a normal pap smear 3 months ago.
6 She has no history of serious illness and takes no medications.
7 Her temperature is 37.3 C (99 F), pulse is 75/min, and blood pressure is 115/75 mm
8 Hg.
9 Pelvic examination shows a malodorous gray vaginal discharge.
10 The pH of the discharge is 5.0.
11 Microscopic examination of the vaginal discharge is shown.
12 Patient has a gardnerella vaginalis infection.",0,NA,-1,NA,NA,NA
ms-val-22,"A 6-year-old girl is brought to the physician for intermittent fevers and painful swelling of the left ankle for 2 weeks. She has no history of trauma to the ankle. She has a history of sickle cell disease. Current medications include hydroxyurea and acetaminophen for pain. Her temperature is 38.4 C (101.2 F) and pulse is 112/min. Examination shows a tender, swollen, and erythematous left ankle with point tenderness over the medial malleolus. A bone biopsy culture confirms the diagnosis as it grew Streptococcus pneumoniae.","0 A 6-year-old girl is brought to the physician for intermittent fevers and painful swelling of the left ankle for 2 weeks.
1 She has no history of trauma to the ankle.
2 She has a history of sickle cell disease.
3 Current medications include hydroxyurea and acetaminophen for pain.
4 Her temperature is 38.4 C (101.2 F) and pulse is 112/min.
5 Examination shows a tender, swollen, and erythematous left ankle with point tenderness over the medial malleolus.
6 A bone biopsy culture confirms the diagnosis as it grew Streptococcus pneumoniae.",1,causalOrganism,6,A bone biopsy culture confirms the diagnosis as it grew Streptococcus pneumoniae.,A bone biopsy culture confirms the diagnosis as it grew Salmonella enterica.,"A 6-year-old girl is brought to the physician for intermittent fevers and painful swelling of the left ankle for 2 weeks. She has no history of trauma to the ankle. She has a history of sickle cell disease. Current medications include hydroxyurea and acetaminophen for pain. Her temperature is 38.4 C (101.2 F) and pulse is 112/min. Examination shows a tender, swollen, and erythematous left ankle with point tenderness over the medial malleolus. A bone biopsy culture confirms the diagnosis as it grew Salmonella enterica."
ms-val-23,"A 6-year-old girl is brought to the physician for intermittent fevers and painful swelling of the left ankle for 2 weeks. She has no history of trauma to the ankle. She has a history of sickle cell disease. Current medications include hydroxyurea and acetaminophen for pain. Her temperature is 38.4 C (101.2 F) and pulse is 112/min. Examination shows a tender, swollen, and erythematous left ankle with point tenderness over the medial malleolus. A bone biopsy culture grew Salmonella enterica, confirming the diagnosis.","0 A 6-year-old girl is brought to the physician for intermittent fevers and painful swelling of the left ankle for 2 weeks.
1 She has no history of trauma to the ankle.
2 She has a history of sickle cell disease.
3 Current medications include hydroxyurea and acetaminophen for pain.
4 Her temperature is 38.4 C (101.2 F) and pulse is 112/min.
5 Examination shows a tender, swollen, and erythematous left ankle with point tenderness over the medial malleolus.
6 A bone biopsy culture grew Salmonella enterica, confirming the diagnosis.",0,NA,-1,NA,NA,NA
ms-val-24,"A 66-year-old man with possible diabetic neuropathy comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg. Three weeks ago, he had an acute arterial embolism that could not be revascularized in time to save the leg. He now reports episodic hot, shooting, and tingling pain in the right lower leg that began shortly after the amputation. He has type 2 diabetes mellitus. He has smoked one pack of cigarettes daily for the past 30 years. His current medications are metformin and prophylactic subcutaneous heparin. His temperature is 37.1 C (98.8 F), pulse is 78/min, and blood pressure is 135/88 mm Hg. Physical examination shows a slightly erythematous stump with clean sutures. The skin overlying the stump is warm and well-perfused. Muscle strength and sensation are normal throughout the remaining extremity and the left lower extremity. ","0 A 66-year-old man with possible diabetic neuropathy comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg.
1 Three weeks ago, he had an acute arterial embolism that could not be revascularized in time to save the leg.
2 He now reports episodic hot, shooting, and tingling pain in the right lower leg that began shortly after the amputation.
3 He has type 2 diabetes mellitus.
4 He has smoked one pack of cigarettes daily for the past 30 years.
5 His current medications are metformin and prophylactic subcutaneous heparin.
6 His temperature is 37.1 C (98.8 F), pulse is 78/min, and blood pressure is 135/88 mm
7 Hg.
8 Physical examination shows a slightly erythematous stump with clean sutures.
9 The skin overlying the stump is warm and well-perfused.
10 Muscle strength and sensation are normal throughout the remaining extremity and the left lower extremity.",1,diagnosis,0,A 66-year-old man with possible diabetic neuropathy comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg.,A 66-year-old man with possible phantom limb pain comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg.,"A 66-year-old man with possible phantom limb pain comes to the physician for a follow-up examination after a below-knee amputation of the right lower leg. Three weeks ago, he had an acute arterial embolism that could not be revascularized in time to save the leg. He now reports episodic hot, shooting, and tingling pain in the right lower leg that began shortly after the amputation. He has type 2 diabetes mellitus. He has smoked one pack of cigarettes daily for the past 30 years. His current medications are metformin and prophylactic subcutaneous heparin. His temperature is 37.1 C (98.8 F), pulse is 78/min, and blood pressure is 135/88 mm Hg. Physical examination shows a slightly erythematous stump with clean sutures. The skin overlying the stump is warm and well-perfused. Muscle strength and sensation are normal throughout the remaining extremity and the left lower extremity. "
